id,CustomerID,Tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2801,9372-TXXPS,60,1,2,0,Bank transfer (automatic),59.85,3483.45,No
2802,3259-QMXUN,58,1,2,1,Electronic check,86.1,4890.5,No
2803,1015-JPFYW,7,1,1,0,Mailed check,19.45,136.75,No
2804,6645-MXQJT,2,1,0,0,Electronic check,97.1,184.15,No
2805,4360-QRAVE,37,0,0,0,Electronic check,36.65,1315,No
2806,8433-WPJTV,65,1,1,1,Bank transfer (automatic),103.9,6767.1,No
2807,5804-JMYIO,39,1,2,0,Mailed check,19.75,757.95,No
2808,3763-GCZHZ,66,1,1,1,Electronic check,104.05,6890,Yes
2809,6484-LATFU,68,1,2,0,Mailed check,24.55,1657.4,No
2810,7599-NTMDP,62,0,2,0,Bank transfer (automatic),48.7,3008.55,No
2811,0772-GYEQQ,3,1,0,1,Mailed check,88.35,262.05,Yes
2812,0536-ACXIP,72,1,2,1,Electronic check,109.55,8165.1,No
2813,0936-NQLJU,41,1,2,0,Credit card (automatic),20.65,875.55,No
2814,4831-EOBFE,29,1,0,0,Credit card (automatic),94.65,2649.15,Yes
2815,1575-KRZZE,4,1,0,0,Electronic check,55.2,220.65,No
2816,3251-YMVWZ,53,1,1,0,Bank transfer (automatic),24.05,1301.9,No
2817,4102-OQUPX,1,1,0,1,Electronic check,74.4,74.4,Yes
2818,9170-GYZJC,41,1,0,0,Credit card (automatic),79.9,3326.2,Yes
2819,4884-LEVMQ,39,1,2,1,Bank transfer (automatic),20.45,790,No
2820,8857-CUPFQ,63,1,2,0,Mailed check,19.25,1237.65,No
2821,7610-TVOPG,15,1,0,1,Electronic check,26.35,378.6,No
2822,3638-DIMPH,13,1,1,0,Electronic check,43.8,592.65,No
2823,1845-ZLLIG,1,1,0,1,Mailed check,50.15,50.15,No
2824,8559-WNQZS,1,1,2,0,Mailed check,20.45,20.45,No
2825,3999-QGRJH,8,1,0,1,Electronic check,69.7,560.85,Yes
2826,1699-UOTXU,60,1,2,0,Electronic check,61.4,3638.25,No
2827,2454-RPBRZ,12,1,0,1,Electronic check,98.1,1060.2,Yes
2828,0635-WKOLD,40,1,1,0,Credit card (automatic),70.75,2921.75,No
2829,5993-JSUWV,66,1,2,1,Bank transfer (automatic),61.15,4017.45,No
2830,4518-FZBSX,42,1,1,0,Mailed check,20.25,854.9,No
2831,5387-ASZNZ,66,1,1,1,Credit card (automatic),63.85,4174.35,No
2832,6988-CJEYV,49,1,0,0,Electronic check,98.7,4920.55,No
2833,2002-MZHWP,1,1,0,0,Mailed check,20.5,20.5,Yes
2834,3097-FQTVJ,41,1,2,0,Mailed check,20,810.3,No
2835,5465-BUBFA,41,1,2,0,Bank transfer (automatic),19.3,772.4,No
2836,7299-GNVPL,23,1,0,0,Mailed check,84.4,1936.85,No
2837,9743-DQKQW,3,0,0,0,Electronic check,25.1,79.8,No
2838,1215-VFYVK,4,0,0,0,Mailed check,48.25,202.25,No
2839,9371-BITHB,52,1,2,0,Mailed check,19.85,1070.5,No
2840,2265-CYWIV,4,1,0,1,Electronic check,99.6,347.65,Yes
2841,9093-FPDLG,11,1,0,1,Electronic check,94.2,999.9,No
2842,0541-FITGH,2,1,0,1,Mailed check,62.15,113.1,No
2843,6985-HAYWX,26,1,0,0,Bank transfer (automatic),79.3,2015.8,No
2844,7508-KBIMB,24,1,1,1,Credit card (automatic),56.25,1454.25,No
2845,6838-HVLXG,12,1,0,0,Mailed check,20.3,246.7,No
2846,2277-DJJDL,60,1,0,1,Electronic check,99,6017.9,No
2847,1897-OKVMW,64,1,2,1,Mailed check,90.6,5817.45,No
2848,5485-ITNPC,66,1,2,1,Bank transfer (automatic),85.9,5595.3,No
2849,0233-FTHAV,60,1,1,1,Bank transfer (automatic),79.2,4765,No
2850,4644-PIZRT,17,1,1,1,Bank transfer (automatic),70.35,1201.65,No
2851,8922-NPKBJ,42,1,2,0,Mailed check,19.35,867.3,No
2852,2740-TVLFN,1,1,0,1,Electronic check,50.15,50.15,No
2853,7771-CFQRQ,47,1,2,0,Bank transfer (automatic),63.8,3007.25,No
2854,9512-PHSMG,10,1,0,1,Mailed check,20.55,252.75,No
2855,6963-EZQEE,70,1,2,1,Credit card (automatic),88.55,6306.5,No
2856,2452-KDRRH,67,1,0,1,Credit card (automatic),101.4,6841.05,No
2857,2004-OCQXK,1,1,0,1,Electronic check,81.95,81.95,Yes
2858,5027-QPKTE,7,1,0,1,Electronic check,69.35,451.1,Yes
2859,4146-SVFUD,1,1,0,0,Mailed check,44.6,44.6,No
2860,1564-HJUVY,4,1,0,1,Bank transfer (automatic),63.75,226.2,No
2861,3617-XLSGQ,66,1,2,0,Bank transfer (automatic),109.25,7082.5,No
2862,7517-LDMPS,12,1,0,1,Electronic check,84.6,1017.35,No
2863,7244-KXYZN,24,1,1,0,Credit card (automatic),20.45,527.35,No
2864,5226-NOZFC,26,1,0,1,Electronic check,85.75,2146.5,No
2865,2672-HUYVI,6,1,0,1,Electronic check,91.1,455.3,Yes
2866,1400-WIVLL,57,1,2,0,Electronic check,107.95,5969.85,No
2867,7508-MYBOG,14,1,0,1,Electronic check,86.1,1235.55,Yes
2868,8148-NLEGT,42,1,2,0,Electronic check,22.95,1014.25,No
2869,0148-DCDOS,25,1,0,1,Bank transfer (automatic),94.7,2362.1,Yes
2870,8347-GDTMP,64,1,2,0,Credit card (automatic),19.45,1225.65,No
2871,9992-RRAMN,22,1,0,1,Electronic check,85.1,1873.7,Yes
2872,6746-WAUWT,19,1,1,1,Credit card (automatic),19.7,386.5,No
2873,0310-MVLET,61,1,0,1,Electronic check,99.15,6010.05,Yes
2874,0428-IKYCP,22,1,0,1,Bank transfer (automatic),87,1850.65,No
2875,4550-VBOFE,70,1,0,1,Electronic check,102.95,7101.5,Yes
2876,2187-PKZAY,12,1,0,1,Bank transfer (automatic),79.95,1043.4,No
2877,4003-OCTMP,31,1,1,1,Electronic check,64,1910.75,No
2878,6652-YFFJO,11,1,0,1,Electronic check,64.9,716.1,No
2879,7225-IILWY,68,1,2,0,Mailed check,25.75,1686.15,No
2880,5248-RPYWW,72,1,2,1,Bank transfer (automatic),90.15,6716.45,No
2881,7923-IYJWY,67,1,2,1,Credit card (automatic),116.1,7839.85,No
2882,3170-GWYKC,60,1,0,1,Bank transfer (automatic),104.95,6236.75,No
2883,5696-QURRL,1,1,0,1,Mailed check,45.05,45.05,Yes
2884,7409-KIUTL,1,1,0,1,Electronic check,71,71,Yes
2885,9830-ECLEN,58,0,1,0,Mailed check,50,2919.85,No
2886,1732-VHUBQ,47,1,0,0,Bank transfer (automatic),70.55,3309.25,Yes
2887,0495-RVCBF,1,1,0,1,Electronic check,79.7,79.7,Yes
2888,2668-TZSPS,1,1,0,0,Mailed check,20.45,20.45,No
2889,7854-EDSSA,22,1,0,0,Electronic check,59,1254.7,Yes
2890,8869-TORSS,48,1,1,1,Credit card (automatic),60.35,2896.4,Yes
2891,7446-SFAOA,37,1,1,1,Bank transfer (automatic),19.85,717.5,No
2892,9522-ZSINC,13,1,1,1,Electronic check,19.95,253.8,No
2893,8234-GSZYK,43,1,2,0,Bank transfer (automatic),26.45,1110.05,No
2894,6505-OZNPG,6,0,2,1,Mailed check,63.4,348.8,No
2895,6164-HAQTX,71,0,2,0,Bank transfer (automatic),53.95,3888.65,No
2896,0679-IDSTG,1,1,0,1,Electronic check,69.25,69.25,Yes
2897,7765-LWVVH,72,1,2,1,Electronic check,95.1,6843.15,No
2898,1658-TJVOA,6,1,0,1,Electronic check,74.1,450.9,No
2899,0953-LGOVU,12,0,0,0,Mailed check,35.5,432.25,No
2900,2115-BFTIW,25,1,0,0,Mailed check,70.95,1767.35,Yes
2901,4692-NNQRU,21,1,1,0,Electronic check,79.2,1742.45,No
2902,7742-MYPGI,6,1,0,1,Mailed check,48.8,297.35,No
2903,0611-DFXKO,20,1,0,1,Mailed check,89,1820.45,Yes
2904,7780-OTDSO,18,1,0,1,Electronic check,99.4,1742.95,Yes
2905,9619-GSATL,43,1,1,0,Electronic check,55.45,2444.25,No
2906,5622-UEJFI,35,1,2,1,Credit card (automatic),25.4,949.8,No
2907,9747-DDZOS,1,1,0,0,Bank transfer (automatic),73.5,73.5,Yes
2908,0674-DGMAQ,32,1,0,1,Electronic check,93.5,2970.8,No
2909,6203-HBZPA,52,0,2,0,Credit card (automatic),63.9,3334.95,No
2910,0484-FFVBJ,32,1,1,1,Bank transfer (automatic),64.85,2010.95,No
2911,0301-FIDRB,72,0,2,1,Bank transfer (automatic),63.8,4684.3,No
2912,4139-JPIAM,51,0,0,1,Credit card (automatic),44.45,2181.55,No
2913,2181-TIDSV,68,1,2,1,Bank transfer (automatic),19.95,1303.25,No
2914,2761-XECQW,8,0,0,1,Mailed check,43.35,371.4,No
2915,1936-CZAKF,49,0,2,0,Credit card (automatic),49.65,2409.9,No
2916,9453-PATOS,72,1,2,0,Mailed check,85.1,6155.4,No
2917,0564-JJHGS,9,1,0,1,Electronic check,95.5,829.1,Yes
2918,3348-CFRNX,28,1,0,1,Mailed check,92.35,2602.9,Yes
2919,4402-FTBXC,54,1,0,0,Mailed check,89.8,4667,No
2920,1428-GTBJJ,11,1,0,1,Electronic check,74.55,824.75,Yes
2921,2931-XIQBR,50,1,1,0,Mailed check,103.05,5153.5,No
2922,0106-UGRDO,69,1,2,1,Electronic check,116,8182.85,No
2923,5542-TBBWB,1,1,0,1,Electronic check,69.9,69.9,No
2924,1930-QPBVZ,68,1,2,0,Bank transfer (automatic),95.1,6683.4,No
2925,2606-PKWJB,40,0,1,0,Mailed check,40.25,1564.05,No
2926,5322-ZSMZY,31,1,2,0,Mailed check,25.75,755.6,No
2927,8059-UDZFY,33,1,0,1,Bank transfer (automatic),105.35,3465.05,No
2928,7740-BTPUX,55,1,2,1,Electronic check,113.6,6292.7,No
2929,5220-AGAAX,68,1,2,1,Bank transfer (automatic),24,1664.3,No
2930,0208-BPQEJ,12,1,0,0,Bank transfer (automatic),19.4,198.1,No
2931,9435-JMLSX,71,1,2,1,Bank transfer (automatic),86.1,6045.9,No
2932,3352-ALMCK,40,1,0,1,Mailed check,102.65,4108.15,No
2933,5312-IRCFR,64,1,1,1,Electronic check,92.85,5980.75,No
2934,5294-IMHHT,53,1,1,0,Bank transfer (automatic),97.75,5043.2,No
2935,8802-UNOJF,12,1,0,1,Mailed check,83.8,1029.75,Yes
2936,6313-GIDIT,53,0,0,1,Electronic check,54.45,2854.55,Yes
2937,6176-YJWAS,72,1,2,1,Credit card (automatic),97.95,7114.25,No
2938,5310-NOOVA,46,1,2,0,Electronic check,19.95,907.05,No
2939,4526-EXKKN,40,1,2,1,Mailed check,24.6,973.95,No
2940,5311-IHLEI,12,0,0,1,Bank transfer (automatic),50.95,605.75,No
2941,3987-KQDDU,9,1,0,0,Electronic check,75.6,661.55,No
2942,3404-JNXAX,51,1,0,1,Electronic check,80.75,4116.9,No
2943,5131-PONJI,49,1,0,1,Credit card (automatic),90.4,4494.65,No
2944,2845-AFFTX,41,1,0,1,Electronic check,99.8,4259.3,Yes
2945,3489-VSFRD,56,1,1,1,Credit card (automatic),60.25,3282.75,No
2946,3345-JHUEO,4,1,0,1,Electronic check,20.2,55.7,No
2947,5815-HGGHV,20,1,1,1,Mailed check,64.15,1274.45,No
2948,5260-UMPWX,26,1,0,1,Credit card (automatic),20.25,493.95,No
2949,2249-YPRNG,20,1,0,1,Bank transfer (automatic),105.85,2239.65,Yes
2950,7410-YTJIK,7,1,0,0,Mailed check,75.45,480.75,Yes
2951,4626-GYCZP,7,1,0,1,Electronic check,93.85,635.6,Yes
2952,5649-RXQTV,51,1,0,1,Electronic check,99,5038.15,No
2953,2674-MIAHT,4,1,0,1,Mailed check,80.3,324.2,No
2954,2576-HXMPA,1,1,0,0,Credit card (automatic),19.55,19.55,No
2955,7587-AOVVU,27,1,0,0,Electronic check,100.75,2793.55,No
2956,5590-BYNII,22,1,0,1,Electronic check,100.75,2095,Yes
2957,6898-MDLZW,12,1,0,1,Mailed check,53.75,648.65,No
2958,3237-AJGEH,3,0,0,1,Mailed check,31,95.05,Yes
2959,4707-YNOQA,34,1,1,1,Credit card (automatic),25.6,917.15,No
2960,9357-UJRUN,24,1,1,1,Electronic check,58.35,1346.9,No
2961,1591-NFNLQ,51,1,0,0,Credit card (automatic),80,4242.35,Yes
2962,8648-PFRMP,14,0,0,1,Electronic check,46.35,672.7,No
2963,7663-CUXZB,59,1,2,0,Electronic check,113.75,6561.25,No
2964,0258-NOKBL,3,1,0,0,Electronic check,90.4,268.45,No
2965,1163-VIPRI,65,1,2,0,Electronic check,109.3,7337.55,No
2966,2815-CPTUL,5,1,0,1,Mailed check,70.25,331.9,Yes
2967,9348-ROUAI,59,1,2,0,Credit card (automatic),90.3,5194.05,No
2968,9443-JUBUO,72,0,2,1,Credit card (automatic),65.25,4478.85,No
2969,0596-BQCEQ,62,1,0,1,Electronic check,100.15,6283.3,Yes
2970,1481-ZUWZA,28,1,0,1,Credit card (automatic),94.5,2659.4,Yes
2971,3043-TYBNO,3,1,0,0,Mailed check,60.65,196.9,No
2972,4830-FAXFM,19,1,0,1,Credit card (automatic),24.1,439.2,No
2973,5906-BFOZT,1,1,0,1,Mailed check,19.5,19.5,No
2974,2960-NKRSO,24,1,0,1,Electronic check,85.95,2107.15,No
2975,8996-ZROXE,57,1,1,1,Electronic check,53.5,3035.8,No
2976,5598-IKHQQ,72,1,2,0,Credit card (automatic),25.45,1866.45,No
2977,0397-ZXWQF,67,1,2,0,Bank transfer (automatic),20.5,1430.95,No
2978,5266-PFRQK,52,1,1,1,Credit card (automatic),20.85,1071.6,No
2979,4674-HGNUA,71,1,2,0,Credit card (automatic),89.9,6457.15,No
2980,6765-MBQNU,26,1,1,0,Mailed check,26,684.05,No
2981,9786-IJYDL,35,1,2,1,Mailed check,113.2,3914.05,No
2982,1303-SRDOK,55,1,2,1,Credit card (automatic),69.05,3842.6,No
2983,3769-MHZNV,33,1,2,0,Mailed check,20.1,670.35,No
2984,6295-OSINB,72,1,2,1,Electronic check,109.65,7880.25,No
2985,3308-MHOOC,1,1,0,1,Mailed check,19.2,19.2,No
2986,2309-OSFEU,10,0,0,1,Mailed check,33.9,298.45,Yes
2987,2207-QPJED,37,1,0,0,Electronic check,90,3371.75,No
2988,4177-JPDFU,12,0,0,0,Mailed check,34,442.45,No
2989,2239-CFOUJ,1,1,1,0,Mailed check,20.4,20.4,No
2990,8046-DNVTL,62,0,2,1,Credit card (automatic),38.6,2345.55,No
2991,2209-XADXF,1,0,0,0,Bank transfer (automatic),25.25,25.25,No
2992,6620-JDYNW,18,1,0,1,Mailed check,60.6,1156.35,No
2993,1891-FZYSA,69,1,0,1,Electronic check,89.95,6143.15,Yes
2994,4770-UEZOX,2,1,0,1,Electronic check,74.75,144.8,No
2995,1038-RQOST,19,1,0,0,Mailed check,20.6,414.95,No
2996,7613-LLQFO,12,1,0,1,Electronic check,84.45,1059.55,Yes
2997,4568-TTZRT,9,1,0,0,Mailed check,20.4,181.8,No
2998,9513-DXHDA,27,1,1,0,Electronic check,81.7,2212.55,No
2999,2640-PMGFL,27,1,0,1,Electronic check,79.5,2180.55,Yes
3000,3801-HMYNL,1,1,0,0,Mailed check,89.15,89.15,Yes
3001,0516-QREYC,24,1,0,1,Mailed check,20.3,459.95,No
3002,9685-WKZGT,14,1,0,1,Electronic check,74.95,1036.75,Yes
3003,6022-UGGSO,32,1,0,1,Electronic check,74.4,2276.95,Yes
3004,8084-OIVBS,11,1,1,0,Mailed check,20,211.95,No
3005,8896-BQTTI,1,1,0,1,Mailed check,25,25,No
3006,3865-QBWSJ,38,1,0,1,Mailed check,80.45,3162.65,No
3007,3352-RICWQ,9,1,2,0,Mailed check,19.75,210.65,No
3008,2160-GPFXD,54,1,2,1,Credit card (automatic),65.65,3566.7,No
3009,2065-MMKGR,29,1,1,1,Credit card (automatic),71,2080.1,No
3010,5857-TYBCJ,44,1,0,1,Electronic check,89.2,4040.2,No
3011,1498-NHTLT,59,1,2,1,Electronic check,86.75,5186,No
3012,4484-CGXFK,3,1,0,1,Electronic check,55.3,196.15,Yes
3013,1402-PTHGN,18,1,1,1,Mailed check,61.5,1087.45,No
3014,4176-RELJR,67,1,2,0,Credit card (automatic),25.1,1672.15,No
3015,6214-EDAKZ,22,1,0,0,Electronic check,55.15,1206.05,Yes
3016,5199-FPUSP,33,0,1,0,Credit card (automatic),34.05,1113.95,No
3017,6377-KSLXC,5,1,0,0,Mailed check,19.95,107.05,No
3018,1796-JANOW,2,1,0,0,Mailed check,19.95,38.15,No
3019,0238-WHBIQ,72,1,2,0,Credit card (automatic),89.7,6339.3,No
3020,8735-NBLWT,9,1,0,0,Mailed check,20.4,184.1,No
3021,6651-RLGGM,67,1,2,0,Mailed check,26.3,1688.9,No
3022,6127-ISGTU,16,1,0,1,Electronic check,84.95,1378.25,Yes
3023,1614-JBEBI,8,1,0,1,Mailed check,20.7,137.6,No
3024,8740-XLHDR,5,0,0,1,Mailed check,43.25,219,Yes
3025,1208-DNHLN,23,1,1,1,Credit card (automatic),48.35,1067.15,Yes
3026,1761-AEZZR,1,1,0,1,Electronic check,79.55,79.55,Yes
3027,3923-CSIHK,50,1,0,1,Electronic check,71.05,3444.85,Yes
3028,5696-EXCYS,17,1,2,0,Credit card (automatic),19.45,369.05,No
3029,5795-KTGUD,68,1,2,1,Bank transfer (automatic),110.8,7553.6,No
3030,7120-RFMVS,1,1,0,0,Electronic check,84.5,84.5,Yes
3031,7924-GJZFI,25,1,0,1,Electronic check,69.3,1813.1,No
3032,4702-HDRKD,67,0,1,1,Bank transfer (automatic),49.35,3321.35,No
3033,8512-WIWYV,32,1,1,0,Credit card (automatic),20.35,707.5,No
3034,5897-ZYEKH,67,1,1,1,Electronic check,105.6,7112.15,No
3035,5456-ITGIC,72,0,2,1,Credit card (automatic),64.45,4641.1,No
3036,7317-GGVPB,71,1,2,1,Credit card (automatic),108.6,7690.9,Yes
3037,1406-PUQVY,1,1,0,1,Electronic check,49.9,49.9,No
3038,1322-AGOQM,46,0,0,0,Bank transfer (automatic),30.3,1380.1,Yes
3039,3677-IYRBF,2,0,0,1,Electronic check,30.4,78.65,Yes
3040,5692-FPTAH,1,1,0,1,Mailed check,45.4,45.4,Yes
3041,9114-AAFQH,48,1,1,1,Electronic check,65.65,3094.65,No
3042,8715-KKTFG,61,1,1,1,Bank transfer (automatic),103.3,6518.35,No
3043,1550-LOAHA,32,1,0,0,Bank transfer (automatic),84.15,2585.95,Yes
3044,1728-BQDMA,2,1,0,0,Electronic check,44.45,82.7,No
3045,0268-QKIWO,3,1,0,0,Electronic check,19.75,58.85,Yes
3046,0876-WDUUZ,5,1,0,1,Credit card (automatic),85.4,425.9,Yes
3047,5117-ZSMHQ,71,1,2,0,Bank transfer (automatic),89.9,6342.7,No
3048,5151-HQRDG,37,1,0,1,Mailed check,55.05,2030.75,No
3049,0960-HUWBM,65,1,2,1,Bank transfer (automatic),104.1,6700.05,No
3050,6465-GSRCL,67,1,1,1,Bank transfer (automatic),106.6,7244.7,No
3051,0617-FHSGK,49,1,0,0,Credit card (automatic),75.2,3678.3,Yes
3052,0263-FJTQO,50,1,2,1,Credit card (automatic),70.5,3486.65,No
3053,7319-ZNRTR,25,1,1,0,Electronic check,19.6,411.15,No
3054,2858-MOFSQ,17,1,1,1,Mailed check,55.85,937.5,Yes
3055,7503-EPSZW,64,1,2,1,Mailed check,24.05,1559.15,No
3056,7089-XXAYG,25,0,1,1,Credit card (automatic),38.1,970.4,No
3057,8118-LSUEL,23,1,0,1,Electronic check,106.4,2483.5,Yes
3058,8070-AAWZP,24,0,0,0,Mailed check,34.25,828.2,No
3059,1666-JXLKU,37,1,0,1,Electronic check,100.05,3810.55,No
3060,7855-DIWPO,21,1,0,1,Electronic check,68.65,1493.2,No
3061,5133-POWUA,1,1,0,1,Mailed check,45.8,45.8,No
3062,5652-MSDEY,10,1,0,1,Mailed check,75.75,777.3,No
3063,7005-CCBKV,6,1,0,1,Electronic check,84.4,556.35,Yes
3064,1810-BOHSY,51,1,1,1,Credit card (automatic),96.4,4911.05,No
3065,1784-BXEFA,10,1,0,1,Mailed check,20.55,187.35,No
3066,7351-MHQVU,6,0,0,0,Credit card (automatic),50.95,307.6,No
3067,9224-VTYID,47,1,2,1,Mailed check,90.5,4318.35,No
3068,9500-IWPXQ,61,1,1,1,Electronic check,79.4,4820.55,No
3069,5762-TJXGK,52,0,2,1,Bank transfer (automatic),58.75,3038.55,No
3070,4504-YOULA,35,1,0,1,Credit card (automatic),59.45,2136.9,No
3071,5569-IDSEY,71,1,1,1,Bank transfer (automatic),105.7,7472.15,No
3072,4250-FDVOU,6,1,0,0,Electronic check,56.25,389.1,Yes
3073,7284-ZZLOH,45,1,2,0,Credit card (automatic),53.3,2296.25,No
3074,5277-ZLOOR,2,1,0,1,Electronic check,85.55,187.45,Yes
3075,2141-RRYGO,4,1,0,1,Bank transfer (automatic),68.65,261.25,Yes
3076,1777-JYQPJ,2,0,0,0,Mailed check,24.3,38.45,No
3077,6376-GAHQE,4,1,0,0,Electronic check,77.85,299.2,Yes
3078,3401-URHDA,51,1,1,0,Credit card (automatic),59.9,3043.6,No
3079,1599-EAHXY,60,1,1,0,Credit card (automatic),23.95,1506.4,No
3080,8631-XVRZL,9,1,1,1,Mailed check,20.15,163.7,No
3081,5052-PNLOS,3,1,0,1,Bank transfer (automatic),105.35,323.25,Yes
3082,3853-LYGAM,17,1,0,1,Bank transfer (automatic),95.65,1640,No
3083,6979-ZNSFF,8,1,0,1,Electronic check,87.05,762.1,Yes
3084,5751-USDBL,46,1,2,0,Mailed check,81,3846.35,No
3085,5680-LQOGP,68,1,2,1,Credit card (automatic),82.45,5646.6,No
3086,2386-LAHRK,1,1,0,1,Mailed check,53.5,53.5,Yes
3087,8189-DUKMV,4,1,1,0,Bank transfer (automatic),20.5,79.05,No
3088,6032-IGALN,1,0,0,1,Mailed check,25.1,25.1,Yes
3089,9931-DCEZH,28,1,1,1,Credit card (automatic),54.4,1516.6,No
3090,1898-JSNDC,39,1,1,1,Credit card (automatic),58.6,2224.5,No
3091,0315-LVCRK,11,1,0,0,Electronic check,84.8,888.75,No
3092,3911-RSNHI,71,0,2,1,Credit card (automatic),61.4,4310.35,No
3093,2410-CIYFZ,2,1,0,0,Mailed check,20.4,42.9,No
3094,4248-HCETZ,30,1,0,1,Mailed check,79.65,2365.15,Yes
3095,5505-OVWQW,17,1,1,0,Mailed check,20.15,353.65,No
3096,7271-AJDTL,55,1,0,1,Credit card (automatic),94.45,5073.1,No
3097,1867-TJHTS,58,1,0,1,Bank transfer (automatic),79.8,4526.85,No
3098,0516-WJVXC,5,1,0,0,Electronic check,54.2,308.25,Yes
3099,9174-FKWZE,1,1,0,1,Electronic check,19.45,19.45,Yes
3100,6860-YRJZP,9,1,0,1,Electronic check,74.05,678.45,No
3101,4429-WYGFR,26,1,0,0,Bank transfer (automatic),49.15,1237.3,No
3102,2817-LVCPP,50,1,2,0,Credit card (automatic),19.4,1023.95,No
3103,5038-ETMLM,72,1,2,1,Bank transfer (automatic),113.65,8182.75,No
3104,5056-FIMPT,43,1,1,1,Credit card (automatic),106,4532.3,No
3105,4521-WFJAI,56,1,2,1,Bank transfer (automatic),25.95,1444.05,No
3106,6569-KTMDU,1,1,0,0,Mailed check,19.1,19.1,No
3107,8809-RIHDD,72,1,2,1,Electronic check,103.4,7372.65,Yes
3108,8809-XKHMD,72,1,2,1,Bank transfer (automatic),100.55,7325.1,No
3109,0396-YCHWO,36,1,0,1,Electronic check,95.4,3474.2,No
3110,0867-LDTTC,5,1,0,0,Bank transfer (automatic),75.15,392.65,No
3111,4822-NGOCH,13,1,0,1,Electronic check,84.45,1058.6,Yes
3112,9391-DXGGG,44,1,1,0,Credit card (automatic),89.15,3990.75,No
3113,9844-FELAJ,70,1,1,1,Electronic check,107.9,7475.85,No
3114,2122-SZZZD,44,1,1,0,Credit card (automatic),19.5,835.5,No
3115,5307-DZCVC,32,1,0,1,Credit card (automatic),85.95,2628.6,Yes
3116,3148-AOIQT,69,1,2,1,Credit card (automatic),24.95,1718.35,No
3117,8679-JOEVF,16,1,0,0,Electronic check,59.4,1023.9,Yes
3118,8395-ETZKQ,68,1,1,0,Bank transfer (automatic),19.5,1193.55,No
3119,6692-YQHXC,16,1,0,1,Credit card (automatic),69.95,1205.5,No
3120,3889-VWBID,68,1,2,0,Bank transfer (automatic),82.85,5776.45,No
3121,5222-JCXZT,4,1,0,0,Mailed check,19,78.9,No
3122,9754-CLVZW,26,0,0,0,Credit card (automatic),38.85,1025.15,No
3123,1432-FPAXX,29,0,0,1,Electronic check,30.6,856.35,Yes
3124,2739-CCZMB,5,1,0,0,Credit card (automatic),20.35,122,No
3125,7080-TNUWP,70,1,1,1,Bank transfer (automatic),95,6602.9,No
3126,0496-AHOOK,24,1,1,0,Bank transfer (automatic),74.4,1712.9,No
3127,8336-TAVKX,72,1,2,0,Bank transfer (automatic),78.45,5682.25,No
3128,2468-SJFLM,1,1,0,1,Mailed check,74.3,74.3,No
3129,3181-VTHOE,70,0,1,1,Bank transfer (automatic),51.05,3635.15,No
3130,7168-HDQHG,36,1,0,0,Bank transfer (automatic),19.2,702.9,No
3131,4803-AXVYP,38,1,0,1,Electronic check,99.55,3734.25,Yes
3132,3884-HCSWG,17,1,0,1,Electronic check,70,1144.5,Yes
3133,4567-AKPIA,41,1,1,1,Bank transfer (automatic),109.1,4454.25,No
3134,5077-DXTCG,1,1,0,1,Electronic check,45.3,45.3,Yes
3135,1142-WACZW,2,0,0,0,Bank transfer (automatic),29.85,75.6,Yes
3136,7901-HXJVA,14,1,0,0,Electronic check,76.45,1117.55,No
3137,5649-ANRML,2,1,0,1,Credit card (automatic),95.1,180.25,Yes
3138,4892-VLANZ,1,1,0,0,Mailed check,19.8,19.8,Yes
3139,5924-IFQTT,13,1,0,1,Electronic check,72.8,930.05,No
3140,7968-QUXNS,6,1,0,0,Mailed check,18.95,110.15,No
3141,2919-HBCJO,4,1,0,1,Bank transfer (automatic),76.65,333.6,Yes
3142,4236-XPXAV,5,1,0,1,Mailed check,99.15,465.05,Yes
3143,8903-WMRNW,15,1,0,0,Electronic check,101.75,1669.4,No
3144,2452-SNHFZ,47,1,0,0,Credit card (automatic),75.45,3545.1,No
3145,3629-WEAAM,8,1,0,0,Mailed check,64.1,504.05,No
3146,6029-CSMJE,17,0,0,1,Mailed check,25.65,440.2,No
3147,7993-NQLJE,15,1,0,0,Mailed check,75.1,1151.55,No
3148,9909-DFRJA,26,1,1,1,Bank transfer (automatic),95.85,2475.35,No
3149,9099-FTUHS,23,1,0,0,Electronic check,54.4,1249.25,No
3150,0581-BXBUB,4,1,0,0,Electronic check,72.75,317.75,No
3151,4962-CHQPW,29,1,1,0,Mailed check,19.85,535.05,No
3152,9467-ROOLM,25,1,0,0,Mailed check,19.05,461.3,No
3153,3030-YZADT,9,1,0,0,Mailed check,44.95,431,Yes
3154,7410-KTVFV,18,1,0,1,Mailed check,49.55,878.35,Yes
3155,5150-ITWWB,3,1,0,1,Electronic check,94.85,335.75,No
3156,2253-KPMNB,69,0,2,0,Bank transfer (automatic),46.25,3121.4,No
3157,1345-ZUKID,14,1,1,0,Mailed check,19.35,324.8,No
3158,6429-SHBCB,19,1,0,0,Mailed check,69.6,1394.55,No
3159,9281-OFDMF,39,1,0,0,Electronic check,90.7,3413.25,No
3160,2603-HVKCG,31,1,0,1,Electronic check,101.4,3143.65,No
3161,1834-WULEG,24,1,1,0,Mailed check,20.25,439.75,No
3162,9097-ZUBYC,14,1,0,0,Bank transfer (automatic),48.8,664.4,No
